iteration,objective,destroy_op,repair_op,accepted,new_best,time_sec,temperature
169,3184.034939890189,2,0,True,False,1.3750418959971284,24.5025
170,3120.023960444255,1,0,True,False,1.1910915019980166,24.5025
171,3169.014100939082,0,0,False,False,1.3606124150028336,24.5025
172,3151.0198253776884,2,0,True,False,1.3535072550002951,24.5025
173,3165.0088474789604,0,0,False,False,1.3636179070017533,24.5025
174,3161.010258799,0,0,True,False,1.55787737799983,24.5025
175,3179.0305777373746,0,0,True,False,1.1895143139990978,24.5025
176,3163.0217168008894,1,0,True,False,1.118186257997877,24.5025
177,3125.0005461552846,1,0,True,False,1.2112956260025385,24.5025
178,3144.0015452402677,2,0,True,False,1.1047006910011987,24.5025
179,3144.0015452402677,1,0,True,False,1.1016474810021464,24.5025
180,3175.014047718251,0,0,True,False,1.116431153997837,24.5025
181,3164.0072618383733,0,0,True,False,1.2859872790068039,24.5025
182,3159.0058464763006,0,0,True,False,1.201913335993595,24.5025
183,3159.0058464763006,2,0,True,False,1.3281635219973396,24.5025
184,3207.0191394653043,1,0,False,False,1.1303870539995842,24.5025
185,3190.017903435477,0,0,False,False,1.1348593250004342,24.5025
186,3207.0191394653043,1,0,True,False,1.1314216060054605,24.5025
187,3242.0087534251265,0,0,False,False,1.3871252909957548,24.5025
188,3207.0106781528198,2,0,True,False,1.3484920259943465,24.5025
189,3206.010325802875,0,0,True,False,1.36323230900598,24.5025
190,3206.010325802875,2,0,True,False,1.2918251259980025,24.5025
191,3236.0115809437984,2,0,False,False,1.3028362469995045,24.5025
192,3276.0023053323594,2,0,False,False,1.1631301900051767,24.5025
193,3182.0036028393447,1,0,True,False,1.2639408920003916,24.5025
194,3180.0036073721253,0,0,True,False,1.514932709003915,24.5025
195,3182.0036028393447,0,0,True,False,1.5263000310005737,24.5025
196,3172.004528720381,0,0,True,False,1.5829972610008554,24.5025
197,3172.004528720381,0,0,True,False,1.5355201190031948,24.5025
198,3249.038130230859,2,0,False,False,1.3155809529998805,24.5025
199,3155.0013981623924,1,0,True,False,1.1949396279960638,24.5025
200,3205.023238042281,2,0,True,False,1.1293264150008326,24.5025
201,3219.040228772766,2,0,False,False,1.1682019970030524,24.257475
202,3205.0154804844105,0,0,True,False,1.4216437819995917,24.257475
203,3152.007939539551,1,0,True,False,1.2229499710010714,24.257475
204,3168.0001132055168,0,0,True,False,1.0872180799997295,24.257475
205,3208.0044276627686,2,0,False,False,1.1899600710021332,24.257475
206,3176.0231235543924,1,0,True,False,1.0613635970003088,24.257475
207,3178.004998968448,1,0,True,False,1.1539635910012294,24.257475
208,3158.0129566986666,0,0,True,False,1.3364343939974788,24.257475
209,3158.0129566986666,0,0,True,False,1.3383828879959765,24.257475
210,3163.0150117100743,0,0,True,False,1.3446759349972126,24.257475
211,3144.0225123375017,2,0,True,False,1.1329281970029115,24.257475
212,3117.004446370496,1,0,True,False,1.2454443400056334,24.257475
213,3191.038142061023,2,0,False,False,1.278451591002522,24.257475
214,3117.004446370496,1,0,True,False,1.2707752890055417,24.257475
215,3143.0014088586877,2,0,False,False,1.167443741003808,24.257475
216,3117.004446370496,1,0,True,False,1.3009482589986874,24.257475
217,3113.0044578028087,0,0,True,False,1.3519719090036233,24.257475
218,3113.0044578028087,1,0,True,False,1.2123430139981792,24.257475
219,3113.0044578028087,1,0,True,False,1.2042657440033508,24.257475
220,3113.0044578028087,1,0,True,False,1.2119961510034045,24.257475
221,3137.013544040758,0,0,False,False,1.3191743100032909,24.257475
222,3113.0044578028087,1,0,True,False,1.2066442949944758,24.257475
223,3108.00576227862,0,0,True,False,1.293684325995855,24.257475
224,3109.013788990524,2,0,False,False,1.4124531089983066,24.257475
225,3108.00576227862,2,0,True,False,1.2082654249970801,24.257475
226,3133.004401078205,0,0,True,False,1.3982789260044228,24.257475
227,3132.0041690885073,0,0,True,False,1.4146548520002398,24.257475
228,3126.0051666367217,0,0,True,False,1.2070150950021343,24.257475
229,3104.001061265327,2,0,True,False,1.323470626004564,24.257475
230,3093.0249500940963,1,0,True,False,1.2863411660000565,24.257475
231,3093.0249500940963,1,0,True,False,1.292569935998472,24.257475
232,3144.0474502091997,2,0,False,False,1.6488857149961405,24.257475
233,3093.0249500940963,1,0,True,False,1.2802311279956484,24.257475
234,3093.0249500940963,1,0,True,False,1.2758380169980228,24.257475
235,3093.0249500940963,1,0,True,False,1.2765655780021916,24.257475
236,3093.0249500940963,1,0,True,False,1.278774427002645,24.257475
237,3094.0255100046134,2,0,True,False,1.431694056998822,24.257475
238,3094.0255100046134,1,0,True,False,1.223403572999814,24.257475
239,3094.0255100046134,1,0,True,False,1.2236682270013262,24.257475
240,3094.0255100046134,0,0,True,False,1.4330467239997233,24.257475
241,3094.0255100046134,1,0,True,False,1.2068609630005085,24.257475
242,3124.043454278146,0,0,False,False,1.2915329529932933,24.257475
243,3094.0255100046134,1,0,True,False,1.2017963320031413,24.257475
244,3072.0097487272383,0,0,True,True,1.5219686510026804,24.257475
245,3101.0511974572632,1,0,True,False,1.198949105993961,24.257475
246,3096.055546506624,0,0,True,False,1.4559781909993035,24.257475
247,3096.055546506624,1,0,True,False,1.231543376998161,24.257475
248,3129.107583352419,0,0,False,False,1.4445708559942432,24.257475
249,3095.056439210328,0,0,True,False,1.3204164439957822,24.257475
250,3186.1524922881445,2,0,False,False,1.2043651340063661,24.257475
251,3105.0577990858824,0,0,True,False,1.3371009509937721,24.257475
252,3105.0577990858824,0,0,True,False,1.351568646998203,24.257475
253,3105.0577990858824,0,0,True,False,1.4118878170047537,24.257475
254,3100.10840817146,0,0,True,False,1.2517244990012841,24.257475
255,3111.09506464754,0,0,True,False,1.2913839660031954,24.257475
256,3133.1795704152146,0,0,True,False,1.4134728130011354,24.257475
257,3082.091291391813,1,0,True,False,1.1559594680002192,24.257475
258,3082.091291391813,0,0,True,False,1.6649811020033667,24.257475
259,3064.113404882555,1,0,True,True,1.2237377389974426,24.257475
260,3043.1425851392955,1,0,True,True,1.222991214999638,24.257475
261,3043.1425851392955,1,0,True,False,1.2043460630011396,24.257475
262,3071.137301701285,2,0,True,False,1.4998907260014676,24.257475
263,3091.2623533080005,2,0,True,False,1.2312178650026908,24.257475
264,3098.2344260115487,0,0,False,False,1.1295775100006722,24.257475
265,3075.0995787109537,1,0,True,False,1.121763301998726,24.257475
266,3057.1030863895994,0,0,True,False,1.2447609700029716,24.257475
267,3043.1212787123327,0,0,True,True,1.3176715779991355,24.257475
268,3043.1212787123327,1,0,True,False,1.1396517799948924,24.257475
269,3043.1212787123327,1,0,True,False,1.1600201180044678,24.257475
270,3040.1177044728247,2,0,True,True,1.1592634379994706,24.257475
271,3040.1177044728247,0,0,True,False,1.3444394800026203,24.257475
272,3030.106124155384,1,0,True,True,1.112810573002207,24.257475
273,3030.106124155384,0,0,True,False,1.3492252240030211,24.257475
274,3025.095895352995,0,0,True,True,1.5054955669984338,24.257475
275,3025.095895352995,0,0,True,False,1.604202770999109,24.257475
276,3045.0675259048035,0,0,False,False,1.3386970319988905,24.257475
277,3019.089501260464,1,0,True,True,1.2146245719995932,24.257475
278,3019.089501260464,1,0,True,False,1.203660740997293,24.257475
279,3045.0449509706255,2,0,True,False,1.1851541599971824,24.257475
280,3045.0449509706255,0,0,True,False,1.4587404759950005,24.257475
281,3091.125107455913,0,0,True,False,1.2202270089983358,24.257475
282,3058.2851581984582,1,0,True,False,1.264382907000254,24.257475
283,3067.2099702898468,0,0,False,False,1.5684850059988094,24.257475
284,3057.2834095650765,2,0,True,False,1.380726680996304,24.257475
285,3057.2834095650765,0,0,True,False,1.2856462159979856,24.257475
286,3062.2767492663966,0,0,True,False,1.3738140370041947,24.257475
287,3053.2467251733774,0,0,True,False,1.429389918994275,24.257475
288,3052.2450810664786,0,0,True,False,1.5708321370038902,24.257475
289,3048.238547702931,0,0,True,False,1.7185959519993048,24.257475
290,3048.238547702931,0,0,True,False,1.3556931690036436,24.257475
291,3035.0930048871833,1,0,True,False,1.1853418039972894,24.257475
292,3062.1236018200075,0,0,False,False,1.2493733880037325,24.257475
293,3059.188310978207,1,0,False,False,1.1686386579967802,24.257475
294,3115.194032622334,2,0,False,False,1.1273908790026326,24.257475
295,3035.0930048871833,0,0,True,False,1.3791153860001941,24.257475
296,3059.188310978207,1,0,False,False,1.1852133530046558,24.257475
297,3059.188310978207,1,0,False,False,1.1893714030011324,24.257475
298,3066.198623426145,0,0,False,False,1.199225636999472,24.257475
299,3043.1112644520754,0,0,True,False,1.2181878249975853,24.257475
300,3048.0782916672392,2,0,True,False,1.197345189000771,24.257475
301,3062.0947195873105,0,0,True,False,1.2142155619949335,24.01490025
302,3037.1878410673,1,0,True,False,1.1737110089961789,24.01490025
303,3066.046678178257,0,0,False,False,1.2498484390016529,24.01490025
304,3029.1467086048674,2,0,True,False,1.2311231040002895,24.01490025
305,3042.1642095323195,1,0,True,False,1.132162348003476,24.01490025
306,3038.1587373314214,1,0,True,False,1.1703686340042623,24.01490025
307,3021.1256520965694,0,0,True,False,1.274777352999081,24.01490025
308,3028.13437009692,0,0,True,False,1.3101024179995875,24.01490025
309,3120.019712679575,0,0,False,False,1.2769172050029738,24.01490025
310,3028.13437009692,0,0,True,False,1.2918932300017332,24.01490025
311,3086.145471291548,2,0,False,False,1.22656488299981,24.01490025
312,3047.108543025359,2,0,False,False,1.4885547419980867,24.01490025
313,3029.135635729217,1,0,True,False,1.1199932039962732,24.01490025
314,3066.0878641970594,0,0,False,False,1.2834260659947176,24.01490025
315,3004.107962829785,0,0,True,True,1.278994883003179,24.01490025
316,3011.116149245957,1,0,True,False,1.1571773449977627,24.01490025
317,3070.049761630139,2,0,True,False,1.2805479649978224,24.01490025
318,3070.049761630139,0,0,True,False,1.1308145119983237,24.01490025
319,3070.049761630139,0,0,True,False,1.2239951660012593,24.01490025
320,3095.071034896237,2,0,False,False,1.3110332299984293,24.01490025
321,3070.049761630139,2,0,True,False,1.0603319919973728,24.01490025
322,3076.0562698841063,1,0,True,False,1.1711735850039986,24.01490025
323,3125.1378720522684,0,0,False,False,1.3355884359989432,24.01490025
324,3094.041301298436,0,0,False,False,1.0976313120045234,24.01490025
325,3076.0562698841063,0,0,True,False,1.4498997679984313,24.01490025
326,3076.0562698841063,1,0,True,False,1.2013764020011877,24.01490025
327,3076.0562698841063,1,0,True,False,1.1975623149992316,24.01490025
328,3076.0562698841063,1,0,True,False,1.2016290210012812,24.01490025
329,3076.0562698841063,1,0,True,False,1.1993636560000596,24.01490025
330,3077.055373091242,0,0,True,False,1.2956367449951358,24.01490025
331,3101.0934585176906,2,0,False,False,1.3708824130007997,24.01490025
332,3077.055373091242,1,0,True,False,1.1997387939991313,24.01490025
333,3077.055373091242,2,0,True,False,1.1361097800036077,24.01490025
334,3077.055373091242,1,0,True,False,1.2130230370021309,24.01490025
335,3074.052934804749,2,0,True,False,1.0949512110018986,24.01490025
336,3083.0453875400294,0,0,True,False,1.2126909389990033,24.01490025
337,3083.0453875400294,2,0,True,False,1.2125379580029403,24.01490025
338,3100.058858947839,0,0,False,False,1.1566265279980144,24.01490025
339,3074.052934804749,1,0,True,False,1.141406377995736,24.01490025
340,3074.052934804749,1,0,True,False,1.143644604999281,24.01490025
341,3074.052934804749,1,0,True,False,1.1410989789947052,24.01490025
342,3072.05133705155,0,0,True,False,1.251358198998787,24.01490025
343,3130.015777102165,0,0,False,False,1.2046621909976238,24.01490025
344,3072.05133705155,1,0,True,False,1.1523491960033425,24.01490025
345,3096.0328913908766,0,0,True,False,1.2077072280007997,24.01490025
346,3090.037095480272,1,0,True,False,1.12259374599671,24.01490025
347,3097.4184529844274,1,0,True,False,1.067502901001717,24.01490025
348,3129.324650894697,2,0,False,False,1.3420278010016773,24.01490025
349,3100.3883193466286,0,0,True,False,1.2365465510010836,24.01490025
350,3177.575552727419,0,0,False,False,1.436337546998402,24.01490025
351,3100.3883193466286,1,0,True,False,1.1923705020017223,24.01490025
352,3100.3883193466286,0,0,True,False,1.4956422910036054,24.01490025
353,3098.393266495917,0,0,True,False,1.4201060570048867,24.01490025
354,3098.393266495917,0,0,True,False,1.2511992369982181,24.01490025
355,3097.395753778617,1,0,True,False,1.2005491150048329,24.01490025
356,3120.593673943335,0,0,True,False,1.3270088309946004,24.01490025
357,3101.5500443598858,0,0,True,False,1.3186077939972165,24.01490025
358,3080.5081345282065,1,0,True,False,1.1985660290010856,24.01490025
359,3075.4971081090703,2,0,True,False,1.178303581000364,24.01490025
360,3118.54675859671,2,0,False,False,1.3139949620017433,24.01490025
361,3137.364304911061,0,0,False,False,1.3028758610016666,24.01490025
362,3098.6074534700733,2,0,False,False,1.1795886250038166,24.01490025
363,3075.4971081090703,0,0,True,False,1.3110152189983637,24.01490025
364,3092.648920112839,1,0,True,False,1.2368048339994857,24.01490025
365,3092.648920112839,1,0,True,False,1.2290669939975487,24.01490025
366,3092.648920112839,1,0,True,False,1.2270871729997452,24.01490025
367,3092.648920112839,1,0,True,False,1.2282857750033145,24.01490025
368,3092.648920112839,1,0,True,False,1.2301063940030872,24.01490025
369,3092.648920112839,1,0,True,False,1.2342646809993312,24.01490025
370,3092.648920112839,1,0,True,False,1.2260392690004664,24.01490025
371,3092.648920112839,2,0,True,False,1.3274472740013152,24.01490025
372,3077.6128323848848,0,0,True,False,1.359223113002372,24.01490025
373,3077.6128323848848,0,0,True,False,1.3671889930046746,24.01490025
374,3077.6128323848848,0,0,True,False,1.2102308549947338,24.01490025
375,3132.380520061153,0,0,False,False,1.3212066689957283,24.01490025
376,3077.6128323848848,1,0,True,False,1.2537107289972482,24.01490025
377,3077.6128323848848,1,0,True,False,1.2577867989966762,24.01490025
378,3133.4504592512135,0,0,False,False,1.4061183869998786,24.01490025
379,3080.6200002314886,2,0,True,False,1.463979026004381,24.01490025
380,3080.6200002314886,1,0,True,False,1.2397215660021175,24.01490025
381,3136.456690198996,0,0,False,False,1.4573565690006944,24.01490025
382,3080.6200002314886,1,0,True,False,1.2349301049980568,24.01490025
383,3085.5987191733534,0,0,True,False,1.3226778179960093,24.01490025
384,3103.5865191727844,2,0,True,False,1.3551163209995138,24.01490025
385,3076.5776180057305,1,0,True,False,1.2248825460046646,24.01490025
386,3073.576023341571,0,0,True,False,1.5424059409997426,24.01490025
387,3068.5644038472374,2,0,True,False,1.4829859659948852,24.01490025
388,3112.10291514773,1,0,False,False,1.6066330180037767,24.01490025
389,3112.10291514773,1,0,True,False,1.3288464920042315,24.01490025
390,3061.135498302785,2,0,True,False,1.1865857719967607,24.01490025
391,3073.1594777064024,2,0,False,False,1.274740284003201,24.01490025
392,3066.073367773761,1,0,True,False,1.1444251549983164,24.01490025
393,3066.073367773761,1,0,True,False,1.1633426589978626,24.01490025
394,3066.073367773761,1,0,True,False,1.1558179589992505,24.01490025
395,3118.072872444795,2,0,False,False,1.345834282998112,24.01490025
396,3058.0840269069085,0,0,True,False,1.4423787660052767,24.01490025
397,3054.0842465728815,0,0,True,False,1.2566666769998847,24.01490025
398,3033.034958564667,1,0,True,False,1.18628387300123,24.01490025
399,3100.0456613580905,2,0,False,False,1.185733482001524,24.01490025
400,3032.0356769499363,0,0,True,False,1.392548189003719,24.01490025
401,3073.0488550883542,0,0,True,False,1.1658051630001864,23.7747512475
402,3132.0131726189993,1,0,False,False,1.0191332749964204,23.7747512475
403,3082.076577968012,0,0,True,False,1.2518265260005137,23.7747512475
404,3116.0229184464547,0,0,True,False,1.3071919140056707,23.7747512475
405,3140.0573716170275,1,0,False,False,1.0857254920047126,23.7747512475
406,3140.037291661939,0,0,False,False,1.5401508639988606,23.7747512475
407,3116.0229184464547,0,0,True,False,1.261758276996261,23.7747512475
408,3114.021868875029,0,0,True,False,1.4315734039992094,23.7747512475
409,3113.0257753119236,0,0,True,False,1.0846220620005624,23.7747512475
410,3113.0257753119236,0,0,True,False,1.1448381139998673,23.7747512475
411,3121.0182146680586,0,0,True,False,1.1561295089995838,23.7747512475
412,3125.0009339463772,1,0,True,False,1.033498087002954,23.7747512475
413,3118.0003246237616,2,0,True,False,1.1911613310003304,23.7747512475
414,3173.03719954642,2,0,False,False,1.0022008859959897,23.7747512475
415,3110.000013051969,0,0,True,False,1.1243958929990185,23.7747512475
416,3108.000052275024,0,0,True,False,1.060859757999424,23.7747512475
417,3164.020163525167,1,0,True,False,1.0154206130027887,23.7747512475
418,3122.001864953537,0,0,True,False,1.2748538169980748,23.7747512475
419,3122.002913893045,0,0,True,False,1.1679058720037574,23.7747512475
420,3143.000079870636,0,0,False,False,1.4882333440036746,23.7747512475
421,3120.002917629657,0,0,True,False,1.3110555259991088,23.7747512475
422,3167.03080967241,2,0,False,False,1.0833901040023193,23.7747512475
423,3129.000931560128,0,0,False,False,1.2351297379937023,23.7747512475
424,3155.0070022500477,0,0,False,False,1.5901102520001587,23.7747512475
425,3119.0027281277153,0,0,True,False,1.3355780810015858,23.7747512475
426,3110.001305143448,1,0,True,False,1.1585498310014373,23.7747512475
427,3110.0022056294906,2,0,True,False,1.3868142260034801,23.7747512475
